TAZ,District,Sector,LUZ,Location,PlanDist,CityI,CityII,CityIII,Municipality,CityI-NC,CityII-NC,CityIII-NC
1917,19,10,1917,City,Northwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
1918,19,10,1918,City,Northwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2001,20,6,2001,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2002,20,11,2002,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2003,20,11,2003,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2004,20,11,2004,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2005,20,11,2005,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2006,20,11,2006,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2007,20,11,2007,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2008,20,11,2008,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2009,20,11,2009,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2010,20,11,2010,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2011,20,11,2011,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2012,20,11,2012,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2013,20,11,2013,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2014,20,11,2014,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2015,20,11,2015,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2016,20,11,2016,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2017,20,11,2017,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2018,20,11,2018,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2019,20,11,2019,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2020,20,11,2020,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2021,20,11,2021,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2022,20,11,2022,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2023,20,11,2023,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2024,20,11,2024,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2025,20,11,2025,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2026,20,6,2026,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2027,20,6,2027,City,Southeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2101,21,11,2101,City,Mill Woods and Meadows,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2102,21,11,2102,City,Mill Woods and Meadows,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2103,21,11,2103,City,Mill Woods and Meadows,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2104,21,11,2104,City,Mill Woods and Meadows,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2105,21,11,2105,City,Mill Woods and Meadows,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2106,21,11,2106,City,Mill Woods and Meadows,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2107,21,11,2107,City,Mill Woods and Meadows,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2108,21,11,2108,City,Mill Woods and Meadows,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2109,21,11,2109,City,Mill Woods and Meadows,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2110,21,11,2110,City,Mill Woods and Meadows,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2111,21,11,2111,City,Mill Woods and Meadows,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2112,21,11,2112,City,Mill Woods and Meadows,Tertiary Node,Rest City,Rest City,1-Edmonton,NC,City,City
2113,21,11,2113,City,Mill Woods and Meadows,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2114,21,11,2114,City,Mill Woods and Meadows,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2201,22,3,2201,City,Central,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2202,22,3,2202,City,Central,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2203,22,3,2203,City,Central,Primary Corridor,Primary Corridor,Primary Corridor,1-Edmonton,NC,NC,NC
2204,22,3,2204,City,Central,Rest City,Secondary Corridor,Secondary Corridor,1-Edmonton,City,NC,NC
2205,22,3,2205,City,Central,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2206,22,3,2206,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2207,22,3,2207,City,Central,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2208,22,3,2208,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2209,22,3,2209,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2210,22,3,2210,City,Central,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2211,22,3,2211,City,Central,Primary Node,Primary Node,Primary Corridor,1-Edmonton,NC,NC,NC
2212,22,3,2212,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2213,22,3,2213,City,Central,Primary Corridor,Primary Corridor,Primary Corridor,1-Edmonton,NC,NC,NC
2214,22,3,2214,City,Central,Primary Corridor,Rest City,Primary Corridor,1-Edmonton,NC,City,NC
2215,22,3,2215,City,Central,Rest City,Primary Corridor,Primary Corridor,1-Edmonton,City,NC,NC
2216,22,3,2216,City,Central,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2217,22,3,2217,City,Central,Primary Corridor,Primary Corridor,Primary Corridor,1-Edmonton,NC,NC,NC
2218,22,3,2218,City,Central,Primary Corridor,Primary Corridor,Primary Corridor,1-Edmonton,NC,NC,NC
2219,22,3,2219,City,Central,Primary Corridor,Primary Corridor,Primary Corridor,1-Edmonton,NC,NC,NC
2220,22,3,2220,City,Central,Primary Corridor,Primary Corridor,Primary Corridor,1-Edmonton,NC,NC,NC
2221,22,3,2221,City,Central,Primary Corridor,Secondary Corridor,Primary Corridor,1-Edmonton,NC,NC,NC
2222,22,3,2222,City,Central,Primary Corridor,Primary Corridor,Primary Corridor,1-Edmonton,NC,NC,NC
2223,22,3,2223,City,Central,Primary Corridor,Primary Corridor,Primary Corridor,1-Edmonton,NC,NC,NC
2224,22,3,2224,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2225,22,3,2225,City,Central,Primary Node,Secondary Node,City Centre,1-Edmonton,NC,NC,NC
2226,22,3,2226,City,Central,Primary Node,Secondary Node,Primary Corridor,1-Edmonton,NC,NC,NC
2227,22,3,2227,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2228,22,3,2228,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2229,22,3,2229,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2230,22,3,2230,City,Central,Primary Corridor,Primary Corridor,Primary Corridor,1-Edmonton,NC,NC,NC
2231,22,3,2231,City,Central,Primary Corridor,Primary Corridor,Primary Corridor,1-Edmonton,NC,NC,NC
2232,22,3,2232,City,Central,Primary Corridor,Primary Corridor,Primary Corridor,1-Edmonton,NC,NC,NC
2233,22,3,2233,City,Central,Primary Corridor,Primary Corridor,Primary Corridor,1-Edmonton,NC,NC,NC
2234,22,3,2234,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2235,22,3,2235,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2236,22,3,2236,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2237,22,3,2237,City,Central,Primary Corridor,Primary Corridor,Primary Corridor,1-Edmonton,NC,NC,NC
2238,22,3,2238,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2239,22,3,2239,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2240,22,3,2240,City,Central,Rest City,Rest City,Primary Corridor,1-Edmonton,City,City,NC
2241,22,3,2241,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2242,22,3,2242,City,Central,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2243,22,3,2243,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2244,22,3,2244,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2245,22,3,2245,City,Central,City Centre,City Centre,City Centre,1-Edmonton,NC,NC,NC
2246,22,3,2246,City,Central,Primary Corridor,Primary Corridor,Primary Corridor,1-Edmonton,NC,NC,NC
2301,23,7,2301,City,Whitemud,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2302,23,7,2302,City,Whitemud,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2303,23,7,2303,City,Whitemud,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2304,23,7,2304,City,Whitemud,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2305,23,7,2305,City,Whitemud,Rest City,Rest City,Primary Corridor,1-Edmonton,City,City,NC
2306,23,7,2306,City,Whitemud,Rest City,Rest City,Secondary Corridor,1-Edmonton,City,City,NC
2307,23,7,2307,City,Whitemud,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2308,23,12,2308,City,Whitemud,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2309,23,12,2309,City,Whitemud,Rest City,Secondary Corridor,Secondary Corridor,1-Edmonton,City,NC,NC
2310,23,12,2310,City,Whitemud,Rest City,Rest City,Primary Corridor,1-Edmonton,City,City,NC
2311,23,12,2311,City,Whitemud,Rest City,Rest City,Primary Corridor,1-Edmonton,City,City,NC
2312,23,12,2312,City,Whitemud,Rest City,Rest City,Primary Corridor,1-Edmonton,City,City,NC
2313,23,12,2313,City,Whitemud,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2314,23,12,2314,City,Whitemud,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2315,23,7,2315,City,Whitemud,Rest City,Primary Corridor,Rest City,1-Edmonton,City,NC,City
2316,23,12,2316,City,Whitemud,Secondary Node,Secondary Node,Secondary Node,1-Edmonton,NC,NC,NC
2317,23,7,2317,City,Whitemud,Rest City,Primary Corridor,Rest City,1-Edmonton,City,NC,City
2318,23,7,2318,City,Whitemud,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2319,23,12,2319,City,Whitemud,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2320,23,7,2320,City,Whitemud,Rest City,Primary Corridor,Rest City,1-Edmonton,City,NC,City
2321,23,7,2321,City,Whitemud,Rest City,Rest City,Primary Corridor,1-Edmonton,City,City,NC
2322,23,12,2322,City,Whitemud,Secondary Node,Secondary Node,Secondary Node,1-Edmonton,NC,NC,NC
2323,23,12,2323,City,Whitemud,Secondary Node,Secondary Node,Secondary Node,1-Edmonton,NC,NC,NC
2324,23,12,2324,City,Whitemud,Secondary Node,Secondary Node,Secondary Node,1-Edmonton,NC,NC,NC
2325,23,12,2325,City,Whitemud,Secondary Node,Secondary Node,Secondary Node,1-Edmonton,NC,NC,NC
2326,23,12,2326,City,Whitemud,Secondary Node,Secondary Node,Secondary Node,1-Edmonton,NC,NC,NC
2327,23,7,2327,City,Whitemud,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2328,23,12,2328,City,Whitemud,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2401,24,11,2401,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2402,24,11,2402,City,Ellerslie,Rest City,Secondary Node,Rest City,1-Edmonton,City,NC,City
2403,24,11,2403,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2404,24,11,2404,City,Ellerslie,Rest City,Secondary Node,Secondary Corridor,1-Edmonton,City,NC,NC
2405,24,11,2405,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2406,24,11,2406,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2407,24,11,2407,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2408,24,11,2408,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2409,24,11,2409,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2410,24,11,2410,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2411,24,11,2411,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2412,24,11,2412,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2413,24,11,2413,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2414,24,11,2414,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2415,24,11,2415,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2416,24,11,2416,City,Ellerslie,Rest City,Secondary Node,Rest City,1-Edmonton,City,NC,City
2417,24,11,2417,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2418,24,11,2418,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2419,24,11,2419,City,Ellerslie,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2501,25,12,2501,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2502,25,12,2502,City,Southwest,Secondary Node,Secondary Node,Secondary Node,1-Edmonton,NC,NC,NC
2503,25,12,2503,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2504,25,12,2504,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2505,25,12,2505,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2506,25,12,2506,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2507,25,12,2507,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2508,25,12,2508,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2509,25,12,2509,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2510,25,12,2510,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2511,25,12,2511,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2512,25,12,2512,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2513,25,12,2513,City,Southwest,Secondary Node,Secondary Node,Secondary Node,1-Edmonton,NC,NC,NC
2514,25,12,2514,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2515,25,12,2515,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2516,25,12,2516,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2517,25,12,2517,City,Southwest,Secondary Node,Secondary Node,Secondary Node,1-Edmonton,NC,NC,NC
2518,25,12,2518,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2519,25,12,2519,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2520,25,12,2520,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2521,25,12,2521,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2522,25,12,2522,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2523,25,12,2523,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2524,25,12,2524,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2525,25,12,2525,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2526,25,12,2526,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2527,25,12,2527,City,Southwest,Rest City,Rest City,Secondary Corridor,1-Edmonton,City,City,NC
2528,25,12,2528,City,Southwest,Rest City,Rest City,Secondary Corridor,1-Edmonton,City,City,NC
2529,25,12,2529,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2601,26,12,2601,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2602,26,12,2602,City,Southwest,Secondary Node,Secondary Node,Secondary Node,1-Edmonton,NC,NC,NC
2603,26,12,2603,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2604,26,12,2604,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2605,26,12,2605,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2606,26,12,2606,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2607,26,12,2607,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2608,26,12,2608,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2609,26,12,2609,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2610,26,12,2610,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2611,26,12,2611,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2612,26,12,2612,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2613,26,12,2613,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2614,26,12,2614,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2615,26,12,2615,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2616,26,12,2616,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2617,26,12,2617,City,Southwest,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2701,27,13,2701,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2702,27,13,2702,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2703,27,13,2703,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2704,27,13,2704,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2705,27,13,2705,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2706,27,13,2706,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2707,27,13,2707,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2708,27,13,2708,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2709,27,13,2709,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2710,27,13,2710,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2711,27,13,2711,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2712,27,13,2712,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2713,27,13,2713,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2714,27,13,2714,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2715,27,13,2715,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2716,27,13,2716,City,West Henday,Tertiary Node,Secondary Node,Rest City,1-Edmonton,NC,NC,City
2717,27,13,2717,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2801,28,9,2801,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2802,28,9,2802,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2803,28,9,2803,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2804,28,9,2804,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2805,28,9,2805,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2806,28,9,2806,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2807,28,9,2807,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2808,28,9,2808,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2809,28,9,2809,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2810,28,9,2810,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2811,28,9,2811,City,West Henday,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2901,29,10,2901,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2902,29,10,2902,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2903,29,10,2903,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2904,29,10,2904,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2905,29,10,2905,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2906,29,10,2906,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2907,29,10,2907,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2908,29,10,2908,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2909,29,10,2909,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2910,29,10,2910,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2911,29,10,2911,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2912,29,10,2912,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2913,29,10,2913,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2914,29,10,2914,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2915,29,10,2915,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2916,29,10,2916,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2917,29,10,2917,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2918,29,10,2918,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2919,29,10,2919,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2920,29,10,2920,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2921,29,10,2921,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2922,29,10,2922,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2923,29,10,2923,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2924,29,10,2924,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2925,29,10,2925,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2926,29,10,2926,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2927,29,10,2927,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2928,29,10,2928,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2929,29,10,2929,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2930,29,10,2930,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2931,29,10,2931,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2932,29,10,2932,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2933,29,10,2933,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
2934,29,10,2934,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3001,30,10,3001,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3002,30,10,3002,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3003,30,10,3003,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3004,30,10,3004,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3005,30,10,3005,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3006,30,10,3006,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3007,30,10,3007,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3008,30,10,3008,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3009,30,10,3009,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3010,30,10,3010,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3011,30,10,3011,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3012,30,10,3012,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3013,30,10,3013,City,Horse Hills,Rest City,Secondary Node,Rest City,1-Edmonton,City,NC,City
3014,30,10,3014,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3015,30,10,3015,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3016,30,10,3016,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3017,30,10,3017,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3018,30,10,3018,City,Horse Hills,Tertiary Node,Secondary Node,Rest City,1-Edmonton,NC,NC,City
3019,30,10,3019,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3020,30,10,3020,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3021,30,10,3021,City,Horse Hills,Rest City,Secondary Node,Rest City,1-Edmonton,City,NC,City
3022,30,10,3022,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3023,30,10,3023,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3024,30,10,3024,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3025,30,10,3025,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3026,30,10,3026,City,Horse Hills,Tertiary Node,Secondary Node,Rest City,1-Edmonton,NC,NC,City
3027,30,10,3027,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3028,30,10,3028,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3029,30,10,3029,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3030,30,10,3030,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3031,30,10,3031,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3032,30,10,3032,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3033,30,10,3033,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3034,30,10,3034,City,Horse Hills,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3101,31,11,3101,City,Northeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3102,31,11,3102,City,Northeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3103,31,11,3103,City,Northeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3104,31,11,3104,City,Northeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3105,31,11,3105,City,Northeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3106,31,11,3106,City,Northeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3107,31,11,3107,City,Northeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3108,31,11,3108,City,Northeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3109,31,11,3109,City,Northeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
3110,31,11,3110,City,Northeast,Rest City,Rest City,Rest City,1-Edmonton,City,City,City
